INCIDENT INFO,DESCRIPTION,START_DT,MODIFIED_DT,QUADRANT,Longitude,Latitude,location,Count
Country Hills Boulevard at Country Hills Drive NW,Two vehicle incident.,04/19/2017 11:56:14 AM,04/19/2017 12:02:04 PM,NW,-114.07745166678,51.1475707976006,"(51.147570797601, -114.07745166678)",1
Southbound Crowchild Trail at Kensington Road NW,Two vehicle incident.,07/27/2017 01:46:29 PM,07/27/2017 01:51:30 PM,NW,-114.11850138363,51.0524923335053,"(51.052492333505, -114.11850138363)",1
Southbound Deerfoot Trail approaching Peigan Trail SE,Single vehicle incident.,06/07/2017 02:25:15 PM,06/07/2017 02:26:01 PM,SE,-114.005256240554,51.01500137989,"(51.01500137989, -114.005256240554)",1
Mahogany Drive at 52 Street SE,There is an incident involving a pedestrian.,04/22/2017 12:51:48 PM,04/22/2017 01:13:22 PM,SE,-113.94261042055,50.891035176193,"(50.891035176193, -113.94261042055)",1
Southbound Crowchild Trail at 50 Avenue SW,Multi-vehicle incident.,03/15/2017 03:43:37 PM,03/15/2017 03:46:43 PM,SW,-114.118216339147,51.0112760251293,"(51.011276025129, -114.118216339147)",1
16 Avenue at 14 Street SW,Two vehicle incident.,06/16/2017 08:36:44 PM,06/16/2017 08:38:42 PM,SW,-114.094709827919,51.038510004084,"(51.038510004084, -114.094709827919)",1
Centre Avenue at Manning Road NE,Single vehicle incident.,03/10/2017 08:24:25 AM,03/10/2017 08:25:14 AM,NE,-114.017146109477,51.0524234913691,"(51.052423491369, -114.017146109477)",1
Eastbound Glenmore Trail east of Crowchild Trail SW,Two vehicle incident.,06/27/2017 12:29:28 PM,06/27/2017 12:44:22 PM,SW,-114.121071289426,51.0009971347515,"(51.000997134752, -114.121071289426)",1
Northbound 36 Street at 16 Avenue NE,Two vehicle incident. Blocking the left lane.,06/03/2017 08:35:22 AM,06/03/2017 08:40:37 AM,NE,-113.989219053116,51.0670856594428,"(51.067085659443, -113.989219053116)",1
Barlow Trail at 50 Avenue SE,Traffic signals are flashing red. Crews have been dispatched.,06/10/2017 04:09:29 PM,06/10/2017 04:16:10 PM,SE,-114.00187681285,51.0087321875477,"(51.008732187548, -114.00187681285)",1
John Laurie Boulevard at 53 Street NW,2 vehicle incident.,02/14/2017 06:40:46 PM,02/14/2017 06:42:26 PM,NW,-114.155055603589,51.1147270037248,"(51.114727003725, -114.155055603589)",1
Eastbound McKenzie Towne Boulevard at Deerfoot Trail SE,Two vehicle incident.,04/25/2017 08:20:07 AM,04/25/2017 08:25:27 AM,SE,-113.974186599547,50.9164919462486,"(50.916491946249, -113.974186599547)",1
Northbound Deerfoot Trail approaching 64 Avenue NE,Two vehicle incident.,05/26/2017 12:37:03 PM,05/26/2017 12:43:13 PM,NE,-114.049232563541,51.1106521140099,"(51.11065211401, -114.049232563541)",1
17 Avenue at 38 Street SW,2 vehicle incident.,02/22/2017 08:51:29 AM,02/22/2017 08:52:24 AM,SW,-114.142590967376,51.037786804235,"(51.037786804235, -114.142590967376)",1
Eastbound 16 Avenue at Deerfoot Trail NE,Two vehicle incident. Blocking the left lane.,04/17/2017 11:51:25 AM,04/17/2017 11:52:37 AM,NE,-114.028551292521,51.0673798693422,"(51.067379869342, -114.028551292521)",1
Northbound Deerfoot Trail approaching 17 Avenue SE,Single vehicle incident.,02/17/2017 02:36:11 PM,02/17/2017 02:51:03 PM,SE,-113.997565792058,51.0323002091134,"(51.032300209113, -113.997565792058)",1
Eastbound 16 Avenue at Deerfoot Trail NE,Two vehicle incident.,05/25/2017 03:35:44 PM,05/25/2017 03:46:04 PM,NE,-114.028551292521,51.0673798693422,"(51.067379869342, -114.028551292521)",1
Westbound Blackfoot Trail and 19 Street SE,Multi-vehicle incident.,07/28/2017 05:02:39 PM,07/28/2017 05:18:53 PM,SE,-114.017915085819,51.0374169048994,"(51.037416904899, -114.017915085819)",1
Southbound Deerfoot Trail at 16 Avenue NE,Stalled vehicle. On the right shoulder.,06/29/2017 12:00:31 PM,06/29/2017 12:23:06 PM,NE,-114.028551292521,51.0673798693422,"(51.067379869342, -114.028551292521)",1
Eastbound Glenmore Trail at 68 Street SE,2 vehicle incident blocking the left lane.,04/06/2017 04:08:21 PM,04/06/2017 04:09:03 PM,SE,-113.935188811537,50.9796441415583,"(50.979644141558, -113.935188811537)",1
Northbound Sarcee Trail at John Laurie Boulevard NW,Two vehicle incident.,06/26/2017 05:19:43 PM,06/26/2017 05:25:19 PM,NW,-114.167809008179,51.1216653922641,"(51.121665392264, -114.167809008179)",1
Westbound 11 Avenue at 2 Street SW,. The road is closed due to a building fire,04/25/2017 10:43:46 PM,04/25/2017 10:50:18 PM,SW,-114.068193086086,51.0425312561167,"(51.042531256117, -114.068193086086)",1
Southbound Deerfoot Trail at 16 Avenue NE,Single vehicle incident.,04/10/2017 07:10:20 AM,04/10/2017 07:11:22 AM,NE,-114.028551292521,51.0673798693422,"(51.067379869342, -114.028551292521)",1
Eastbound Stoney Trail at Macleod Trail SE,Two vehicle incident.,05/31/2017 04:37:13 PM,05/31/2017 04:46:27 PM,NE,-114.058362895593,50.8993102265814,"(50.899310226581, -114.058362895593)",1
52 Street at 72 Avenue SE,Single vehicle incident.,03/10/2017 02:31:51 PM,03/10/2017 02:53:47 PM,SE,-113.95903137389,50.9895608259044,"(50.989560825904, -113.95903137389)",1
7 Avenue at 1 Street SE,Traffic signals are flashing red. Crews have been dispatched.,07/11/2017 08:21:41 AM,07/11/2017 08:22:23 AM,SE,-114.060500946098,51.0464447669676,"(51.046444766968, -114.060500946098)",1
16 Avenue and 44 Street SE,Multi-vehicle incident.,04/03/2017 03:22:40 PM,04/03/2017 03:23:26 PM,SE,-113.970012207609,51.0393930732211,"(51.039393073221, -113.970012207609)",1
Westbound 4 Avenue at 5 Street SW,There is an incident involving a pedestrian.,06/28/2017 12:21:57 PM,06/28/2017 12:23:15 PM,NW,-114.07357506393,51.0496343755805,"(51.049634375581, -114.07357506393)",1
Westbound Memorial Drive and Deerfoot Trail SE,Two vehicle incident.  SB to EB ramp is blocked,06/23/2017 11:07:19 PM,06/23/2017 11:11:57 PM,SE,-114.019434255636,51.0488598764172,"(51.048859876417, -114.019434255636)",1
Shawnessy Boulevard and Shawville Boulevard SE,Multi-vehicle incident.,03/08/2017 08:07:45 PM,03/08/2017 08:08:59 PM,SE,-114.069753115267,50.9129738237198,"(50.91297382372, -114.069753115267)",1
7 Avenue at 8 Street SW,Two vehicle incident.,02/24/2017 09:17:21 PM,02/24/2017 09:18:17 PM,SW,-114.081184066899,51.0470302276954,"(51.047030227695, -114.081184066899)",1
100 Street at 17 Avenue SE,Two vehicle incident.,06/15/2017 09:15:14 PM,06/15/2017 09:25:32 PM,SE,-113.888660267348,51.0378379245475,"(51.037837924548, -113.888660267348)",1
9 Avenue and 4 Street SE,Two vehicle incident.,06/29/2017 03:42:33 PM,06/29/2017 03:53:46 PM,SE,-114.053213586233,51.0442827751913,"(51.044282775191, -114.053213586233)",1
Southbound Country Hills at Beddington Trail NW,Two vehicle incident. Blocking the right lane.,06/07/2017 08:24:52 AM,06/07/2017 08:55:31 AM,NW,-114.096351032635,51.1430823729571,"(51.143082372957, -114.096351032635)",1
Brisebois Drive at Brentwood Road NW,Traffic signals are flashing red. Crews have been dispatched.,07/09/2017 05:24:53 PM,07/09/2017 05:25:52 PM,NW,-114.133663938031,51.0895833815508,"(51.089583381551, -114.133663938031)",1
Country Hills Boulevard and Nose Hill Drive NW,Multi-vehicle incident.,06/26/2017 05:27:36 PM,06/26/2017 05:54:20 PM,NW,-114.182266862298,51.1409706926059,"(51.140970692606, -114.182266862298)",1
Eastbound 17 Avenue at 28 Street SE,Multi-vehicle incident. Blocking the left lane.,05/19/2017 04:59:56 PM,05/19/2017 05:14:26 PM,SE,-113.993051965025,51.0378739413652,"(51.037873941365, -113.993051965025)",1
32 Street at Sunridge Way NE,Two vehicle incident.,04/18/2017 05:20:02 PM,04/18/2017 05:20:44 PM,NE,-113.989282376106,51.0690459585901,"(51.06904595859, -113.989282376106)",1
Fish Creek Boulevard at Everridge Drive SW,2 vehicle incident.,03/07/2017 07:48:05 AM,03/07/2017 07:54:48 AM,SW,-114.123377753142,50.9210642876082,"(50.921064287608, -114.123377753142)",1
Northbound 14 Street approaching Glenmore Trail SW,Multi-vehicle incident. Blocking the left lane.,05/18/2017 07:26:29 AM,05/18/2017 07:48:32 AM,SW,-114.101595818037,50.9963892678367,"(50.996389267837, -114.101595818037)",1
61 Avenue and 3 Street SW,Two vehicle incident.,11/16/2017 02:17:33 PM,11/16/2017 02:18:23 PM,SW,-114.069592062489,50.9976418901377,"(50.997641890138, -114.069592062489)",1
16 Avenue at 10 Street NW,Two vehicle incident.,07/20/2017 07:29:03 PM,07/20/2017 07:30:28 PM,NW,-114.08555884659,51.0669849062973,"(51.066984906297, -114.08555884659)",1
Southbound Deerfoot Trail at Beddington Trail NE,Two vehicle incident.,07/19/2017 06:57:17 AM,07/19/2017 06:58:43 AM,NE,-114.046154501515,51.1221656601744,"(51.122165660174, -114.046154501515)",1
Northbound Edmonton Trail at 16 Avenue NE,2 vehicle incident.,02/21/2017 05:46:00 PM,02/21/2017 05:46:55 PM,NE,-114.05616755207,51.0668426165042,"(51.066842616504, -114.05616755207)",1
Southbound Crowchild Trail exit ramp onto Glenmore Trail SW,Multi vehicle incident.,03/14/2017 08:15:36 AM,03/14/2017 08:19:44 AM,SW,-114.118844218987,51.0007957122621,"(51.000795712262, -114.118844218987)",1
Southbound Sarcee Trail at Richmond Road SW,Two vehicle incident.,05/13/2017 10:45:32 AM,05/13/2017 10:55:33 AM,SW,-114.166911166039,51.0180695293347,"(51.018069529335, -114.166911166039)",1
36 Street at Airport Road NE,2 vehicle incident.,03/30/2017 02:28:57 PM,03/30/2017 02:31:34 PM,NE,-113.983242643733,51.1398674366935,"(51.139867436694, -113.983242643733)",1
Eastbound Glenmore Trail at Richard Road SW,Two vehicle incident.,07/12/2017 08:04:35 AM,07/12/2017 08:19:06 AM,SW,-114.13234182159,51.0038952714873,"(51.003895271487, -114.13234182159)",1
Northbound Crowchild Trail at 16 Avenue NW,2 vehicle incident.,02/11/2017 02:20:18 PM,02/11/2017 02:21:16 PM,NW,-114.117827824447,51.0685424382308,"(51.068542438231, -114.117827824447)",1
Eastbound McKnight Boulevard at Barlow Trail NE,Two vehicle incident.,05/21/2017 08:06:38 PM,05/21/2017 08:07:46 PM,NE,-114.003921890327,51.0928962668731,"(51.092896266873, -114.003921890327)",1
Northbound 14 Street at Gladstone Road NW,Two vehicle incident.,07/28/2017 09:52:09 AM,07/28/2017 09:53:08 AM,NW,-114.094697796138,51.0530314907456,"(51.053031490746, -114.094697796138)",1
Westbound Bow Trail at 24 Street SW,Two vehicle incident. Blocking 2 middle lanes,04/21/2017 04:46:11 PM,04/21/2017 04:49:08 PM,SW,-114.118742666808,51.0417643701267,"(51.041764370127, -114.118742666808)",1
Morley Trail and 19 Street NW,Two vehicle incident.,07/21/2017 08:48:01 PM,07/21/2017 08:48:41 PM,NW,-114.10629780693,51.0747947663983,"(51.074794766398, -114.10629780693)",1
112 Avenue at Sarcee Trail NW,Two vehicle incident.,11/16/2017 02:45:37 PM,11/16/2017 02:47:15 PM,NW,-114.166123803985,51.1542531991037,"(51.154253199104, -114.166123803985)",1
25 Avenue at 4 Street SW,There is an incident involving a pedestrian,04/11/2017 05:10:58 PM,04/11/2017 05:13:21 PM,SW,-114.071508520442,51.0305779452201,"(51.03057794522, -114.071508520442)",1
52 Street at Copperfeild Gate SE,Traffic signals are flashing red. Crews have been dispatched,04/22/2017 03:24:40 PM,04/22/2017 03:31:45 PM,SE,-113.949472077833,50.9104576427538,"(50.910457642754, -113.949472077833)",1
Southbound Deerfoot Trail at Memorial Drive SE,Single vehicle incident.,05/02/2017 04:47:11 PM,05/02/2017 04:49:18 PM,SE,-114.019434255636,51.0488598764172,"(51.048859876417, -114.019434255636)",1
9 Avenue at 1 Street SE,Two vehicle incident.,06/03/2017 03:02:50 AM,06/03/2017 03:20:49 AM,SE,-114.06063693607,51.0445407609619,"(51.044540760962, -114.06063693607)",1
Shaganappi Trail at 40 Avenue NW,Signal lights are flashing red.,03/20/2017 11:55:02 AM,03/20/2017 11:55:51 AM,NW,-114.154242719332,51.0883129749758,"(51.088312974976, -114.154242719332)",1
Shaganappi Trail at 40 Avenue NW,2 vehicle incident.,03/01/2017 03:43:07 PM,03/01/2017 03:43:48 PM,NW,-114.154242719332,51.0883129749758,"(51.088312974976, -114.154242719332)",1
Dalhart Road at 53 Street NW,"Traffic signals are flashing red, Crews have been dispatched.",03/20/2017 03:44:55 PM,03/20/2017 03:46:06 PM,NW,-114.158832048866,51.1111721983591,"(51.111172198359, -114.158832048866)",1
17 Street at 10 Avenue SW,2 vehicle incident.,03/22/2017 10:12:59 PM,03/22/2017 10:13:35 PM,SW,-114.101637622952,51.0443995670355,"(51.044399567036, -114.101637622952)",1
Glenmore Trail at Barlow Trail SE,Traffic signals are flashing red. Crews have been dispatched,07/08/2017 12:44:02 AM,07/08/2017 12:55:33 AM,SE,-113.984077079158,50.9796130288809,"(50.979613028881, -113.984077079158)",1
Westbound McKnight Boulevard at Edmonton Trail NE,Single vehicle incident.,06/07/2017 12:34:28 PM,06/07/2017 01:23:18 PM,NW,-114.054053543875,51.095742549064,"(51.095742549064, -114.054053543875)",1
106 Avenue at 40 Street SE,Two vehicle incident.,06/23/2017 02:21:56 PM,06/23/2017 02:22:26 PM,SE,-113.977146694083,50.9578935679562,"(50.957893567956, -113.977146694083)",1
Sunridge Way at 32 Street NE,Incident involving a pedestrian.,02/15/2017 01:48:45 PM,02/15/2017 01:49:46 PM,NE,-113.989282376106,51.0690459585901,"(51.06904595859, -113.989282376106)",1
Eastbound Glenmore Trail at 14 Street SW,Single vehicle incident.  Blocking two left lanes,06/30/2017 12:54:59 AM,06/30/2017 01:03:33 AM,SW,-114.093706892322,50.9940430477327,"(50.994043047733, -114.093706892322)",1
15 Street at McKnight Boulevard NE,Two vehicle incident.,07/05/2017 09:43:55 PM,07/05/2017 09:47:34 PM,NE,-114.027141567012,51.0950351480144,"(51.095035148014, -114.027141567012)",1
Glenmore Trail at 68 Street SE,2 vehicle incident.,03/10/2017 02:52:18 PM,03/10/2017 02:53:46 PM,SE,-113.935188811537,50.9796441415583,"(50.979644141558, -113.935188811537)",1
2 Street and 25 Avenue SW,Two vehicle incident.,11/16/2017 03:10:52 PM,11/16/2017 03:11:40 PM,SW,-114.069033666228,51.0305067961009,"(51.030506796101, -114.069033666228)",1
41 Avenue at 19 Street NE,Single vehicle incident.,06/10/2017 09:04:36 PM,06/10/2017 09:09:35 PM,NW,-114.011572923071,51.089918114528,"(51.089918114528, -114.011572923071)",1
Mcknight Boulevard and 68 Street NE,Two vehicle incident,04/11/2017 09:43:21 PM,04/11/2017 09:47:06 PM,NE,-113.937278593851,51.0961637010527,"(51.096163701053, -113.937278593851)",1
Southbound Stoney Trail approaching 16 Avenue NW,Stalled vehicle. Blocking the right lane.,05/31/2017 07:42:25 AM,05/31/2017 07:43:39 AM,NW,-113.929731671065,51.0670302472081,"(51.067030247208, -113.929731671065)",1
106 Avenue at Barlow Trail SE,Traffic signals are flashing red,04/13/2017 07:42:12 AM,04/13/2017 07:43:29 AM,SE,-113.98153118648,50.9579343484322,"(50.957934348432, -113.98153118648)",1
on the exit ramp from Northbound 14 Street to Westbound Glenmore Trail SW,2 vehicle incident.,03/09/2017 09:17:21 AM,03/09/2017 09:25:08 AM,SW,-114.101595818037,50.9963892678367,"(50.996389267837, -114.101595818037)",1
Beddington Trail and Hidden Creek Drive NW,Two vehicle incident.,07/28/2017 12:25:28 PM,07/28/2017 12:56:02 PM,NW,-114.10599559134,51.1537115757794,"(51.153711575779, -114.10599559134)",1
4 Avenue and 9 Street SW,Single vehicle incident.,03/08/2017 06:09:43 PM,03/08/2017 06:11:08 PM,SW,-114.083472890212,51.0498986764639,"(51.049898676464, -114.083472890212)",1
Southbound Deerfoot Trail past Peigan Trail SE,2 vehicle incident blocking the right lane.,03/17/2017 02:54:38 PM,03/17/2017 02:55:23 PM,SE,-114.005256240554,51.01500137989,"(51.01500137989, -114.005256240554)",1
Seton Boulevard at Seton Way SE,Multi-vehicle incident.,05/15/2017 01:47:35 PM,05/15/2017 01:51:36 PM,SE,-113.957493331541,50.8825054696699,"(50.88250546967, -113.957493331541)",1
Southbound Stoney Trail at 16 Avenue NE,Multi-vehicle incident.,06/01/2017 04:49:01 PM,06/01/2017 04:54:59 PM,NE,-113.929731671065,51.0670302472081,"(51.067030247208, -113.929731671065)",1
Northbound 37 Street and 44 Avenue SW,Two vehicle incident.,07/12/2017 04:43:17 PM,07/12/2017 04:44:09 PM,SW,-114.141156940024,51.0166496501238,"(51.016649650124, -114.141156940024)",1
Heritage Drive at Heritage Meadows Wy SE,Two vehicle incident.,05/07/2017 01:51:21 PM,05/07/2017 01:52:31 PM,SE,-114.044211260656,50.9872174359164,"(50.987217435916, -114.044211260656)",1
Eastbound Glenmore Trail at Macleod Trail SE,Multi-vehicle incident blocking the left lane.,03/10/2017 09:20:26 AM,03/10/2017 09:23:18 AM,SE,-114.072037003149,50.9944276300291,"(50.994427630029, -114.072037003149)",1
Westbound 50 Avenue at 23 Street SE,Two vehicle incident.   Blocking the right lane,06/27/2017 09:25:06 AM,06/27/2017 09:33:14 AM,SE,-114.004166718621,51.0087037205964,"(51.008703720596, -114.004166718621)",1
Heritage Meadows Way at Deerfoot Trail SE,Two vehicle incident. On the exit ramp from NB Deerfoot Tr.,05/08/2017 11:11:21 AM,05/08/2017 11:14:07 AM,SE,-114.035258695256,50.981970422168,"(50.981970422168, -114.035258695256)",1
68 Street at 16 Avenue NE,2 vehicle incident.,03/05/2017 05:40:43 PM,03/05/2017 05:41:31 PM,NE,-113.937720376229,51.0670932992165,"(51.067093299217, -113.937720376229)",1
Dalhousie Drive at Dalfort Road NW,Traffic signals are flashing red. Crews have been dispatched.,05/01/2017 06:54:41 AM,05/01/2017 07:18:03 AM,NW,-114.156561263298,51.1056916691403,"(51.10569166914, -114.156561263298)",1
44 Avenue at 36 Street NE,Two vehicle incident.,05/24/2017 11:46:46 AM,05/24/2017 11:47:51 AM,NE,-113.981942088455,51.0912096466307,"(51.091209646631, -113.981942088455)",1
16 Street at 2 Avenue NW,Incident involving a pedestrian,04/01/2017 11:12:20 AM,04/01/2017 11:16:27 AM,NW,-114.097785905224,51.0544480655534,"(51.054448065553, -114.097785905224)",1
Eastbound 16 Avenue at Russet Road NE,Two vehicle incident.,07/19/2017 06:22:33 PM,07/19/2017 06:24:19 PM,SE,-114.042458475499,51.06690836088,"(51.06690836088, -114.042458475499)",1
Eastbound John Laurie Boulevard at Sarcee Trail NW,Multi-vehicle incident.,06/02/2017 07:42:30 AM,06/02/2017 07:45:08 AM,NW,-114.167809008179,51.1216653922641,"(51.121665392264, -114.167809008179)",1
Glenmore Trail at Discovery Ridge Boulevard SW,Two vehicle incident.,05/05/2017 06:11:14 PM,05/05/2017 06:12:33 PM,SW,-114.196269975721,51.0137869291182,"(51.013786929118, -114.196269975721)",1
80 Avenue and Metis Trail NE,Two vehicle incident.,04/26/2017 05:57:26 PM,04/26/2017 05:57:59 PM,NE,-113.971461160756,51.1252938270341,"(51.125293827034, -113.971461160756)",1
1 Street at 17 Avenue SE,Traffic signals are flashing red.,06/24/2017 02:20:22 PM,06/24/2017 02:21:11 PM,SE,-114.061121382101,51.0378326346352,"(51.037832634635, -114.061121382101)",1
Southbound 52 Street at Maryvale Drive NE,Two vehicle incident.,05/20/2017 08:19:11 AM,05/20/2017 08:21:25 AM,NE,-113.957377377277,51.0568878343283,"(51.056887834328, -113.957377377277)",1
Shawnessy Boulevard at Millrise Boulevard SW,2 vehicle incident.,03/22/2017 10:46:49 PM,03/22/2017 10:47:38 PM,SW,-114.074448578322,50.913007153752,"(50.913007153752, -114.074448578322)",1
14 Avenue at 44 Street SE,Two vehicle incident.,05/01/2017 04:18:04 PM,05/01/2017 04:19:43 PM,SE,-113.970001229331,51.0409369684139,"(51.040936968414, -113.970001229331)",1
4 Avenue approaching 9 Street SW,Two vehicle incident. Blocking the left lane.,05/04/2017 12:48:50 PM,05/04/2017 12:50:24 PM,SW,-114.083472890212,51.0498986764639,"(51.049898676464, -114.083472890212)",1
36 Street at 8 Avenue SE,Two vehicle incident.,06/20/2017 02:25:11 PM,06/20/2017 02:25:51 PM,SE,-113.981609332822,51.0451431516647,"(51.045143151665, -113.981609332822)",1
Northbound Crowchild Trail at 23 Avenue NW,Multi-vehicle incident. Blocking the left lane.,06/04/2017 01:20:52 PM,06/04/2017 01:23:44 PM,NW,-114.118033424345,51.0710101726926,"(51.071010172693, -114.118033424345)",1
Southbound Deerfoot Trail at Beddington Trail NE,Single vehicle incident.,05/28/2017 05:44:41 AM,05/28/2017 05:47:38 AM,NE,-114.046154501515,51.1221656601744,"(51.122165660174, -114.046154501515)",1
Deerfoot Trail at Stoney Trail NE,Single vehicle incident.,03/20/2017 02:25:02 AM,03/20/2017 02:26:00 AM,NE,-114.015398455209,51.1761517268222,"(51.176151726822, -114.015398455209)",1
Northbound 52 Street and 16 Avenue SE,Two vehicle incident.,08/07/2017 03:10:22 PM,08/07/2017 03:12:11 PM,SE,-113.958401538267,51.0393962597297,"(51.03939625973, -113.958401538267)",1
Eastbound Glenmore Trail at 14 Street SW,. . Left lane is closed due to an ongoing incident,06/13/2017 07:18:01 AM,06/13/2017 07:23:21 AM,SW,-114.101595818037,50.9963892678367,"(50.996389267837, -114.101595818037)",1
53 Street at John Laurie Boulevard NW,Traffic signals are blank. Crews have been dispatched.,07/27/2017 05:03:59 AM,07/27/2017 05:08:56 AM,NW,-114.155055603589,51.1147270037248,"(51.114727003725, -114.155055603589)",1
Erin Woods Drive at Erin Meadow Green SE,Multi-vehicle incident.,04/18/2017 10:56:31 PM,04/18/2017 10:58:37 PM,SE,-113.96373758614,51.0190543060385,"(51.019054306039, -113.96373758614)",1
Southbound Deerfoot Trail at Southland Drive SE,Multi-vehicle incident. Blocking the middle lane.,07/04/2017 03:43:55 PM,07/04/2017 03:46:37 PM,SE,-114.031241108156,50.9618855527969,"(50.961885552797, -114.031241108156)",1
12 Avenue at 4 Street SW,2 vehicle incident,03/13/2017 12:35:22 AM,03/13/2017 12:37:41 AM,SW,-114.071480802177,51.0416590849336,"(51.041659084934, -114.071480802177)",1
36 Avenue at Elbow Drive SW,2 vehicle incident.,04/04/2017 08:32:09 AM,04/04/2017 08:32:54 AM,SW,-114.077825796889,51.0216579514504,"(51.02165795145, -114.077825796889)",1
Eastbound Glenmore Trail approaching Blackfoot Trail SE,Two vehicle incident Blocking the right lane,04/11/2017 03:22:13 PM,04/11/2017 03:51:26 PM,SE,-114.056911752152,50.9939810922884,"(50.993981092288, -114.056911752152)",1
12 Avenue at 4 Street SW,Two vehicle incident. Blocking the right lane.,04/21/2017 05:06:52 PM,04/21/2017 05:09:40 PM,SW,-114.071480802177,51.0416590849336,"(51.041659084934, -114.071480802177)",1
Macleod Trail at 58 Avenue SW,Two vehicle incident.,06/21/2017 08:08:22 AM,06/21/2017 08:09:25 AM,SW,-114.07171230738,51.0013286753137,"(51.001328675314, -114.07171230738)",1
Westbound Blackfoot Trail at 19 Street SE,. Multi vehicle incident.,05/01/2017 06:59:29 PM,05/01/2017 07:06:54 PM,SE,-114.017915085819,51.0374169048994,"(51.037416904899, -114.017915085819)",1
Northbound 52 Street at 17 Avenue SE,Two vehicle incident. Blocking the right lane.,06/24/2017 12:15:27 PM,06/24/2017 12:19:35 PM,SE,-113.958502157114,51.0378555434499,"(51.03785554345, -113.958502157114)",1
114 Avenue between 52 Street and 68 Street SE,Multi-vehicle incident. Blocking westbound traffic.,07/05/2017 04:58:52 PM,07/05/2017 05:24:04 PM,SE,-113.949199481167,50.9505580991749,"(50.950558099175, -113.949199481167)",1
Southbound Crowchild Trail approahcing Glenmore Trail SW,Two vehicle incident.  blocking the right lane,07/29/2017 02:47:26 PM,07/29/2017 02:50:59 PM,SW,-114.118015151005,51.0038743014196,"(51.00387430142, -114.118015151005)",1
Northbound Macleod Trail at Southland Drive SE,Two vehicle incident. Blocking the left lane.,06/12/2017 12:52:54 PM,06/12/2017 12:55:31 PM,SE,-114.071735504013,50.9650849940053,"(50.965084994005, -114.071735504013)",1
18 Street at 24 Street SE,The traffic light is blank. The crews have been dispatched.,02/18/2017 01:51:16 PM,02/18/2017 01:52:17 PM,SE,-114.001650243312,50.9564757523753,"(50.956475752375, -114.001650243312)",1
194 Avenue at Chaparral Drive SE,Single vehicle incident.,04/29/2017 01:14:19 AM,04/29/2017 01:15:20 AM,SE,-114.037090147463,50.8769821590728,"(50.876982159073, -114.037090147463)",1
Aero Drive at 19 Street NE,There is an incident involving a pedestrian.,04/09/2017 09:17:35 PM,04/09/2017 09:18:44 PM,NE,-114.013244938306,51.1375224138225,"(51.137522413823, -114.013244938306)",1
Southbound 52 Street at 16 Avenue NE,Two vehicle incident. On the ramp from SB 52 St to WB 16 Ave.,06/09/2017 07:54:08 AM,06/09/2017 07:55:58 AM,NE,-113.958713278572,51.068065664875,"(51.068065664875, -113.958713278572)",1
57 Avenue and Elbow Drive SW,Single vehicle incident.,07/22/2017 07:51:58 PM,07/22/2017 07:52:58 PM,SW,-114.081311859967,51.0024660716478,"(51.002466071648, -114.081311859967)",1
Douglasdale Boulevard at Douglasview Road SE,Two vehicle incident.,05/22/2017 02:17:59 PM,05/22/2017 02:19:26 PM,SE,-113.983285555118,50.9388232018456,"(50.938823201846, -113.983285555118)",1
Eastbound Glenmore Trail to southbound Deerfoot Trail SE,2 vehicle incident on the off ramp.,03/28/2017 03:45:24 PM,03/28/2017 03:49:48 PM,SE,-114.039173086226,50.9941566757218,"(50.994156675722, -114.039173086226)",1
1 Street and 7 Avenue SE,Traffic signals are flashing red. Police are directing traffic,07/11/2017 10:27:42 AM,07/11/2017 10:29:27 AM,NW,-114.060500946098,51.0464447669676,"(51.046444766968, -114.060500946098)",1
4 Street at 21 Avenue SW,Two vehicle incident.,07/10/2017 02:49:50 PM,07/10/2017 02:52:29 PM,SW,-114.071509332383,51.0342553832079,"(51.034255383208, -114.071509332383)",1
Southbound Crowchild Trail at Flanders Avenue SW,Single vehicle incident.,05/26/2017 11:19:20 AM,05/26/2017 11:22:37 AM,SW,-114.117407010474,51.0159407416343,"(51.015940741634, -114.117407010474)",1
Crowchild Trail and 33 Avenue NW,Traffic signals are flashing red. Crews have been dispatched.,07/28/2017 10:54:05 PM,07/28/2017 10:56:51 PM,NW,-114.119486080245,51.0242099466309,"(51.024209946631, -114.119486080245)",1
Northbound Deerfoot Trail at Stoney Trail NE,Single vehicle incident.,06/09/2017 12:58:16 AM,06/09/2017 12:58:51 AM,NE,-114.015398455209,51.1761517268222,"(51.176151726822, -114.015398455209)",1
Auburn Shore Way and Auburn Bay Avenue SE,Incident involving a pedestrian,02/17/2017 05:08:04 PM,02/17/2017 05:24:42 PM,SE,-113.953103312786,50.8930636848012,"(50.893063684801, -113.953103312786)",1
Northbound Macleod Trail at 86 Av SE,Two vehicle incident. Blocking the middle lane.,07/26/2017 11:58:26 AM,07/26/2017 12:00:18 PM,NW,-114.071692939683,50.9759071805882,"(50.975907180588, -114.071692939683)",1
37 Street and 10 Avenue SW,Incident.,03/28/2017 10:36:58 AM,03/28/2017 10:40:23 AM,SW,-114.141123988002,51.043257226639,"(51.043257226639, -114.141123988002)",1
48 Avenue at 11 Street SE,Two vehicle incident.,11/16/2017 02:48:08 PM,11/16/2017 02:56:57 PM,SE,-114.037416097035,51.0113434986764,"(51.011343498676, -114.037416097035)",1
