INCIDENT INFO,DESCRIPTION,START_DT,MODIFIED_DT,QUADRANT,Longitude,Latitude,location,Count
Richardson Way at Richard Road SW,Single vehicle incident.,12/12/2016 11:29:10 AM,12/12/2016 11:49:44 AM,SW,-114.123126718555,51.0119167805503,"(51.011917, -114.123127)",1
Northbound Heritage Drive at Blackfoot Trail SE,2 vehicle incident.,12/12/2016 11:47:25 AM,12/12/2016 11:49:44 AM,SE,-114.050831501482,50.9806534273073,"(50.980653, -114.050832)",1
Northbound Crowchild Trail approaching Memorial Drive SW,Multi-vehicle incident blocking the 2 right lanes.,12/07/2016 03:44:00 PM,12/07/2016 04:48:00 PM,SW,-114.1141814,51.04588316,"(51.045883, -114.114181)",1
Northbound Edmonton Trail at 16 Avenue NE,2 vehicle incident.,12/08/2016 03:42:00 PM,12/08/2016 03:47:00 PM,NW,-114.0561676,51.06684262,"(51.066843, -114.056168)",1
Northbound Deerfoot Trail at Glenmore Trail SE,Single vehicle incident.,12/10/2016 05:32:03 PM,12/10/2016 05:51:46 PM,SE,-114.039173086151,50.9941565858237,"(50.994157, -114.039173)",1
20 Avenue at 8 Street NW,2 vehicle incident.,12/09/2016 04:58:23 PM,12/09/2016 05:16:54 PM,NW,-114.081377719156,51.0705385526371,"(51.070539, -114.081378)",1
Eastbound Anderson Road approaching 14 Street SW,2 vehicle incident.,12/09/2016 06:20:14 PM,12/09/2016 06:21:31 PM,SW,-114.097344384191,50.9505907010468,"(50.950591, -114.097344)",1
Eastbound Anderson Road at Bonaventure Drive SE,2 vehicle incident.,12/14/2016 08:30:02 AM,12/14/2016 08:35:15 AM,SE,-114.062039329389,50.949783226261,"(50.949783, -114.062039)",1
Southbound Metis Trail at 128 Avenue NE,Multi vehicle incident.,12/14/2016 07:44:29 AM,12/14/2016 07:55:52 AM,NE,-113.97154991399,51.1654465164696,"(51.165447, -113.97155)",1
12 Avenue and 11 Street SW,2 vehicle incident in the intersection.,12/07/2016 07:46:00 PM,12/07/2016 07:51:00 PM,SW,-114.0889172,51.04214785,"(51.042148, -114.088917)",1
16 Avenue at 19 Street NE,There is an incident involving a pedestrian.,12/12/2016 12:03:03 PM,12/12/2016 12:17:16 PM,NE,-114.014024504463,51.0670372204216,"(51.067037, -114.014025)",1
Northbound Shaganappi Trail at Crowchild Trail NW,Single vehicle incident in the left lane.,12/10/2016 10:05:29 AM,12/10/2016 10:15:37 AM,NW,-114.152734549261,51.1001944351718,"(51.100194, -114.152735)",1
Macleod Trail at 9 Avenue SE,2 vehicle incident.,12/06/2016 04:25:00 PM,12/06/2016 04:26:00 PM,SE,-114.0581785,51.04447099,"(51.044471, -114.058178)",1
Southbound Crowchild Trail at 24 Avenue NW,Multi vehicle incident.,12/10/2016 06:50:59 PM,12/10/2016 07:14:35 PM,NW,-114.11944469953,51.0744303066199,"(51.07443, -114.119445)",1
Eastbound 16 Avenue at 2 Street NW,2 vehicle incident.,12/10/2016 07:39:59 PM,12/10/2016 07:55:34 PM,NW,-114.067449602607,51.0670006234133,"(51.067001, -114.06745)",1
114 Avenue and 52 Street SE,2 vehicle incident in the intersection.,12/07/2016 05:26:00 PM,12/07/2016 05:52:00 PM,SE,-113.9581992,50.95048786,"(50.950488, -113.958199)",1
36 Street at Whitefield Drive NE,Multi vehicle incident.,12/09/2016 05:01:00 PM,12/09/2016 05:02:00 PM,NE,-113.9815294,51.08839267,"(51.088393, -113.981529)",1
63 Street at 114 Avenue SE,2 vehicle incident.,12/14/2016 08:33:50 AM,12/14/2016 08:35:15 AM,SE,-113.943647607491,50.9506009513294,"(50.950601, -113.943648)",1
Northbound Sarcee Trail at Stoney Trail NW,2 vehicle incident.,12/07/2016 01:26:00 PM,12/07/2016 01:27:00 PM,NW,-114.1703496,51.15180546,"(51.151805, -114.17035)",1
Northbound Stoney Trail at 16 Avenue NE,Single vehicle incident.,12/08/2016 06:41:00 AM,12/08/2016 06:52:00 AM,NE,-113.9297317,51.06703025,"(51.06703, -113.929732)",1
85 Street at 17 Avenue SW,Single vehicle incident.,12/10/2016 02:54:18 PM,12/10/2016 02:55:15 PM,SW,-114.211374470743,51.0380122084253,"(51.038012, -114.211374)",1
Eastbound John Laurie Boulevard at Sarcee Trail NW,2 vehicle incident.,12/12/2016 09:44:09 AM,12/12/2016 09:46:07 AM,NW,-114.167809008179,51.1216653922641,"(51.121665, -114.167809)",1
32 Avenue at 32 Street NE,2 vehicle incident.,12/07/2016 10:48:00 AM,12/07/2016 10:50:00 AM,NE,-113.9886585,51.08121344,"(51.081213, -113.988658)",1
Eastbound Richmond Road at 50 Street SW,2 vehicle incident.,12/12/2016 07:41:19 AM,12/12/2016 07:51:25 AM,SW,-114.159884928072,51.0179275166628,"(51.017928, -114.159885)",1
Southbound Crowchild Trail at 40 Avenue NW,2 vehicle incident in the left lane.,12/09/2016 08:46:00 AM,12/09/2016 08:53:00 AM,NW,-114.1357132,51.08824039,"(51.08824, -114.135713)",1
4 Street at 40 Avenue NW,The northbound lane is closed due to water main break.,12/14/2016 01:15:11 AM,12/14/2016 03:53:29 AM,NW,-114.072205707212,51.08738350981,"(51.087384, -114.072206)",1
194 Avenue at Chaparral Boulevard SE,2 vehicle incident.,12/09/2016 03:30:00 PM,12/09/2016 03:31:00 PM,SE,-114.0251192,50.87779598,"(50.877796, -114.025119)",1
26 Avenue and 52 Street NE,2 vehicle incident in the intersection.,12/06/2016 06:03:00 PM,12/06/2016 06:12:00 PM,NE,-113.9585037,51.07631642,"(51.076316, -113.958504)",1
Eastbound Anderson Road at Acadia Drve SE,Single vehicle incident.,12/08/2016 04:53:00 PM,12/08/2016 05:22:00 PM,SE,-114.0441396,50.94833141,"(50.948331, -114.04414)",1
Southbound Blackfoot Trail after Heritage Drive SE,2 vehicle incident.,12/12/2016 04:37:02 PM,12/12/2016 05:12:26 PM,SE,-114.050831501482,50.9806534273073,"(50.980653, -114.050832)",1
Ogden Road at Bonnybrook Road SE,Single vehicle incident.,12/08/2016 06:33:00 AM,12/08/2016 06:52:00 AM,SE,-114.0308717,51.02839263,"(51.028393, -114.030872)",1
50 Avenue at Ogden Road SE,There is a stalled vehicle blocking the left lane.,12/12/2016 03:14:07 PM,12/12/2016 03:15:59 PM,SE,-114.013017226389,51.0065007509199,"(51.006501, -114.013017)",1
Deerfoot Trail at 130 Avenue SE,Single vehicle incident.,12/10/2016 06:18:06 PM,12/10/2016 06:20:34 PM,SE,-113.978889575018,50.9319825227522,"(50.931983, -113.97889)",1
Westbound 17 Avenue at Deerfoot Trail SE,Single vehicle incident.,12/10/2016 09:00:58 AM,12/10/2016 09:21:43 AM,SE,-114.008611991531,51.0370350874538,"(51.037035, -114.008612)",1
Northbound 37 Street south of 130 Avenue SW,2 vehicle incident.,12/12/2016 08:45:26 AM,12/12/2016 08:49:00 AM,SW,-114.140236565258,50.9356697878171,"(50.93567, -114.140237)",1
Eastbound Memorial Drive at 10 Street NW,There is a stalled vehicle.,12/09/2016 09:31:38 PM,12/09/2016 09:42:36 PM,NW,-114.085860347592,51.0519609880605,"(51.051961, -114.08586)",1
16 Avenue at Banff Trail NW,2 vehicle incident.,12/10/2016 06:01:33 PM,12/10/2016 06:20:34 PM,NW,-114.112762314553,51.0673844365976,"(51.067384, -114.112762)",1
Westbound Crowchild Trail at 12 Mile Coulee Road NW,2 vehicle incident.,12/10/2016 11:53:46 AM,12/10/2016 11:55:29 AM,NW,-114.257374268447,51.1428695480381,"(51.14287, -114.257374)",1
Southbound Deerfoot Trail at 17 Avenue SE,Single vehicle incident blocking the right lane.,12/11/2016 12:29:46 PM,12/11/2016 12:37:10 PM,SE,-114.008611991531,51.0370350874538,"(51.037035, -114.008612)",1
Eastbound Glenmore Trail at 14 Street SW,2 vehicle incident.,12/10/2016 05:28:28 PM,12/10/2016 06:20:34 PM,SW,-114.101595818037,50.9963892678367,"(50.996389, -114.101596)",1
36 Street at Whitefield Drive NE,Multi vehicle incident.,12/09/2016 05:01:42 PM,12/09/2016 05:16:54 PM,NE,-113.981529380718,51.088392671123,"(51.088393, -113.981529)",1
Eastbound Glenmore Trail at 14 Street SW,Single vehicle incident.,12/10/2016 06:44:16 PM,12/10/2016 06:52:13 PM,SW,-114.101595818037,50.9963892678367,"(50.996389, -114.101596)",1
17 Avenue at 52 Street SE,2 vehicle incident.,12/11/2016 05:06:15 PM,12/11/2016 05:20:59 PM,SE,-113.958502157194,51.0378554535525,"(51.037855, -113.958502)",1
Eastbound Anderson Road at Elbow Drive SW,Single vehicle incident.,12/11/2016 09:20:09 PM,12/11/2016 09:21:09 PM,SW,-114.085975451658,50.9505916222112,"(50.950592, -114.085975)",1
Westbound Stoney Trail west of Deerfoot Trail NE,2 vehicle incident.,12/09/2016 09:27:00 AM,12/09/2016 09:54:00 AM,NE,-114.0153985,51.17615173,"(51.176152, -114.015398)",1
Southbound 52 Street past Mcknight Boulevard NE,2 vehicle incident.,12/07/2016 05:37:00 PM,12/07/2016 05:52:00 PM,NE,-113.958387,51.09385451,"(51.093855, -113.958387)",1
Eastbound Stoney Trail at Deerfoot Trail NE,2 vehicle incident.,12/08/2016 08:24:00 AM,12/08/2016 08:25:00 AM,NE,-114.0153985,51.17615173,"(51.176152, -114.015398)",1
James McKevitt Road at Bridlewood Road SW,Single vehicle incident.,12/10/2016 05:25:21 PM,12/10/2016 05:51:46 PM,SW,-114.098665167824,50.902813390498,"(50.902813, -114.098665)",1
Eastbound Glenmore Trail at Deerfoot Trail SE,Single vehicle incident.,12/10/2016 07:54:20 PM,12/10/2016 07:55:33 PM,SE,-114.039173086151,50.9941565858237,"(50.994157, -114.039173)",1
Barlow Trail at 114 Avenue SE,2 vehicle incident.,12/09/2016 06:04:08 PM,12/09/2016 06:21:31 PM,NE,-113.982110792952,50.950529480111,"(50.950529, -113.982111)",1
Deerfoot Trail at Seton Boulevard SE,Multi vehicle incident.,12/10/2016 06:39:17 PM,12/10/2016 06:52:13 PM,SE,-113.973760661509,50.8942465823053,"(50.894247, -113.973761)",1
Sunridge Way at 36 Street NE,There is an incident involving LRT.,12/09/2016 05:14:08 PM,12/09/2016 05:16:54 PM,NE,-113.98493374196,51.0672986910231,"(51.067299, -113.984934)",1
McIvor Boulevard and Copperstone Gate SE,Incident involving a pedestrian.,12/08/2016 08:48:00 PM,12/08/2016 08:49:00 PM,SE,-113.9377586,50.91436701,"(50.914367, -113.937759)",1
17 Avenue at 11 Street SW,There is an incident involving a pedestrian.,12/08/2016 09:11:00 AM,12/08/2016 09:12:00 AM,SW,-114.0900453,51.0378177,"(51.037818, -114.090045)",1
Seton Way at Auburn Bay Gate SE,Multi vehicle incident.,12/10/2016 02:13:15 PM,12/10/2016 02:14:07 PM,SE,-113.957493331541,50.8825054696699,"(50.882505, -113.957493)",1
Centre Street at Beddington Boulevard NE,2 vehicle incident.,12/09/2016 01:30:00 PM,12/09/2016 01:32:00 PM,NE,-114.0713497,51.12513261,"(51.125133, -114.07135)",1
Northbound 6 Street at Shawville Gate SW,2 vehicle incident.,12/09/2016 09:07:00 AM,12/09/2016 09:20:00 AM,SW,-114.0724034,50.8977142,"(50.897714, -114.072403)",1
Nortbound Deerfoot Trail south of Peigan Trail SE,Single vehicle incident.,12/08/2016 06:04:00 AM,12/08/2016 06:06:00 AM,SE,-114.0052562,51.01500129,"(51.015001, -114.005256)",1
Westbound Memorial Drive at Deerfoot Trail SE,Multi-vehicle incident.,12/09/2016 06:55:00 AM,12/09/2016 06:56:00 AM,SE,-114.0194343,51.04885988,"(51.04886, -114.019434)",1
114 Avenue at 52 Street SE,2 vehicle incident.,12/14/2016 05:53:18 AM,12/14/2016 05:53:56 AM,SE,-113.958670847449,50.950595366959,"(50.950595, -113.958671)",1
Northbound Deerfoot Trail at Airport Trail  NE,2 vehicle incident.,12/08/2016 09:00:00 AM,12/08/2016 09:12:00 AM,NE,-114.0383787,51.14158636,"(51.141586, -114.038379)",1
Eastbound Glenmore Trail at Deerfoot Trail SE,2 vehicle incident.,12/12/2016 02:15:01 PM,12/12/2016 02:16:52 PM,SE,-114.039173086151,50.9941565858237,"(50.994157, -114.039173)",1
Nose Hill Drive at Stoney Trail NW,2 vehicle incident.,12/07/2016 10:12:00 AM,12/07/2016 10:14:00 AM,NW,-114.2261768,51.10693895,"(51.106939, -114.226177)",1
Northbound 36 Street at 25 Avenue NE,2 vehicle incident.,12/12/2016 01:13:46 PM,12/12/2016 01:14:48 PM,NE,-113.981493527029,51.0759373805028,"(51.075937, -113.981494)",1
Northbound Macleod Trail north of 194 Avenue SE,2 vehicle incident blocking two left lane.,12/12/2016 09:55:31 AM,12/12/2016 09:56:11 AM,SE,-114.045384590228,50.8783065114026,"(50.878307, -114.045385)",1
Northbound Centre Street at 10 Avenue NE,2 vehicle incident.,12/07/2016 06:35:00 PM,12/07/2016 06:54:00 PM,NE,-114.0625291,51.06155731,"(51.061557, -114.062529)",1
Southbound Sarcee Trail south of Stoney Trail NW,2 vehicle incident.,12/09/2016 02:09:00 PM,12/09/2016 02:11:00 PM,NW,-114.1703496,51.15180546,"(51.151805, -114.17035)",1
3 Avenue and Centre Street SE,2 vehicle incident.,12/07/2016 06:53:00 PM,12/07/2016 06:54:00 PM,SE,-114.0626847,51.05028259,"(51.050283, -114.062685)",1
Westbound McKnight Boulevard at Metis Trail NE,Single vehicle incident.,12/12/2016 10:57:28 AM,12/12/2016 11:23:19 AM,NE,-113.989607026833,51.0955687653163,"(51.095569, -113.989607)",1
Northbound 36 Street at 26 Avenue NE,2 vehicle incident blocking the left lane.,12/12/2016 02:37:54 PM,12/12/2016 02:40:26 PM,NE,-113.982237819703,51.0779102819653,"(51.07791, -113.982238)",1
68 Street at 43 Avenue NE,2 vehicle incident.,12/09/2016 08:34:11 PM,12/09/2016 08:34:57 PM,NE,-113.935579502796,51.0916799943352,"(51.09168, -113.93558)",1
Westbound 16 Avenue at Deerfoot Trail NE,2 vehicle incident.,12/09/2016 08:14:00 AM,12/09/2016 08:15:00 AM,NE,-114.0285513,51.06737987,"(51.06738, -114.028551)",1
Northbound 14 Street to Westbound Glenmore Trail SW,2 vehicle incident blocking the left lane of the ramp.,12/08/2016 07:14:00 PM,12/08/2016 07:16:00 PM,SW,-114.1015958,50.99638927,"(50.996389, -114.101596)",1
61 Avenue between 36 Street and 40 Street SE,The road is closed due to an incident involving a train.,12/08/2016 03:11:00 AM,12/08/2016 03:15:00 AM,SE,-113.9765235,50.99899605,"(50.998996, -113.976523)",1
Eastbound Glenmore Trail at 14 Street SW,Multi-vehicle incident blocking the left lane.,12/09/2016 11:40:00 AM,12/09/2016 11:47:00 AM,SW,-114.1015958,50.99638927,"(50.996389, -114.101596)",1
Westbound Crowchild Trail at Shaganappi Trail NW,Single vehicle incident.,12/10/2016 04:35:41 PM,12/10/2016 04:50:56 PM,NW,-114.152734549261,51.1001944351718,"(51.100194, -114.152735)",1
Stoney Trail exit to northbound Deerfoot Trail NE,Single vehicle incident,12/08/2016 10:09:00 PM,12/08/2016 10:20:00 PM,NE,-114.0009188,51.18231074,"(51.182311, -114.000919)",1
Eastbound Glenmore Trail at Elbow Drive SW,Single vehicle incident.,12/10/2016 06:14:09 PM,12/10/2016 06:20:34 PM,SW,-114.083916014515,50.9946277261426,"(50.994628, -114.083916)",1
Northbound Deerfoot Trail at Airport Trail NE,Multi vehicle incident,12/08/2016 09:54:00 PM,12/08/2016 09:55:00 PM,NE,-114.0383787,51.14158636,"(51.141586, -114.038379)",1
Centre Street at 7 Street NE,Single vehicle incident.,12/09/2016 06:08:09 PM,12/09/2016 06:21:31 PM,NE,-114.06253407232,51.0588775610272,"(51.058878, -114.062534)",1
Northbound Deerfoot Trail at McKnight Boulevard NE,2 vehicle incident.,12/07/2016 07:36:00 PM,12/07/2016 07:51:00 PM,NE,-114.0417848,51.09765204,"(51.097652, -114.041785)",1
Southbound 52 Street at 94 Avenue SE,2 vehicle incident.,12/12/2016 10:24:59 AM,12/12/2016 10:36:13 AM,SE,-113.959028294352,50.9686253867996,"(50.968625, -113.959028)",1
130 Avenue and Deerfoot Trail SE,2 vehicle incident on the ramp from eastbound 130 Avenue to southbound Deerfoot Trail SE,12/06/2016 05:31:00 PM,12/06/2016 05:49:00 PM,NW,-113.9774183,50.93172001,"(50.93172, -113.977418)",1
Westbound 32 Avenue at 60 Street NE,2 vehicle incident.,12/13/2016 07:03:51 PM,12/13/2016 07:05:15 PM,NE,-113.94675518697,51.0814650831046,"(51.081465, -113.946755)",1
Northbound Deerfoot Trail at Peigan Trail SE,Single vehicle incident.,12/09/2016 06:15:00 AM,12/09/2016 06:17:00 AM,SE,-114.0052562,51.01500129,"(51.015001, -114.005256)",1
Westbound Crowchild Trail at 40 Avenue NW,Single vehicle incident,12/09/2016 12:45:00 AM,12/09/2016 12:46:00 AM,NW,-114.1354006,51.08920705,"(51.089207, -114.135401)",1
Sherwood Drive at Sherwood Boulevard NW,2 vehicle incident.,12/08/2016 04:48:00 PM,12/08/2016 04:49:00 PM,NW,-114.1604682,51.16538136,"(51.165381, -114.160468)",1
Eastbound McKnight Boulevard at 2 Street NW,Multi vehicle incident.,12/06/2016 10:00:00 AM,12/06/2016 10:01:00 AM,NW,-114.0649874,51.09611149,"(51.096111, -114.064987)",1
Westbound McKnight Boulevard approaching John Laurie Boulevard NW,2 vehicle incident.,12/09/2016 04:46:32 PM,12/09/2016 05:16:54 PM,NW,-114.083317961464,51.0973162573297,"(51.097316, -114.083318)",1
Eastbound Glenmore Trail at Centre Street SE,Single vehicle incident.,12/10/2016 02:25:20 PM,12/10/2016 02:55:15 PM,SE,-114.063805322754,50.9941556191458,"(50.994156, -114.063805)",1
Crowchild Trail at 53 Street NW,2 vehicle incident.,12/10/2016 04:47:20 PM,12/10/2016 04:50:56 PM,NW,-114.165924105603,51.1045323086927,"(51.104532, -114.165924)",1
Bow Trail at Strathcona Boulevard SW,Multi vehicle incident.,12/08/2016 07:46:00 AM,12/08/2016 08:25:00 AM,SW,-114.1822412,51.05175004,"(51.05175, -114.182241)",1
Eastbound Glenmore Trail approaching Blackfoot Trail SE,Single vehicle incident,12/11/2016 02:57:21 AM,12/11/2016 02:58:40 AM,SE,-114.056911752152,50.9939810922884,"(50.993981, -114.056912)",1
Northbound Crowchild Trail south of Bow Trail SW,2 vehicle incident blocking the left lane.,12/12/2016 07:50:45 AM,12/12/2016 07:51:25 AM,SW,-114.115033311174,51.0423506150612,"(51.042351, -114.115033)",1
Eastbound Canyon Meadows Drive at Macleod Trail SE,Single vehicle incident.,12/12/2016 11:22:05 AM,12/12/2016 11:23:19 AM,SE,-114.069887062744,50.9315770426822,"(50.931577, -114.069887)",1
Nose Hill Drive at Scenic Acres Boulevard NW,2 vehicle incident.,12/13/2016 06:36:56 PM,12/13/2016 07:05:15 PM,NW,-114.204402009946,51.118431213753,"(51.118431, -114.204402)",1
Northbound Crowchild Trail at 33 Avenue SW,2 vehicle incident.,12/12/2016 12:10:02 PM,12/12/2016 12:17:16 PM,SW,-114.119485937702,51.0242099467767,"(51.02421, -114.119486)",1
Eastbound Glenmore Trail approaching Blackfoot Trail SE,2 vehicle incident blocking the left lane.,12/11/2016 11:06:25 AM,12/11/2016 11:08:17 AM,SE,-114.056911752152,50.9939810922884,"(50.993981, -114.056912)",1
12 Avenue at 2 Street SW,Multi-vehicle incident.,12/08/2016 03:07:00 PM,12/08/2016 03:08:00 PM,SW,-114.0682628,51.04156779,"(51.041568, -114.068263)",1
Horton Road at Southland Drive SW,2 vehicle incident.,12/12/2016 01:15:17 PM,12/12/2016 01:52:16 PM,SW,-114.074597834514,50.9650812233343,"(50.965081, -114.074598)",1
Northbound Elbow Drive at Glenmore Trail SW,2 vehicle incident blocking the left lane.,12/12/2016 12:31:36 PM,12/12/2016 12:43:47 PM,SW,-114.083916014515,50.9946277261426,"(50.994628, -114.083916)",1
Northbound Deerfoot Trail past Douglasdale Boulevard SE,2 vehicle incident.,12/07/2016 05:51:00 PM,12/07/2016 05:52:00 PM,SE,-114.0191365,50.95223817,"(50.952238, -114.019136)",1
Southbound Nose Hill Drive approaching Crowchild Trail NW,Multi vehicle incident.,12/09/2016 05:38:05 PM,12/09/2016 05:55:52 PM,NW,-114.203240843777,51.1196837849704,"(51.119684, -114.203241)",1
Westboumd 16 Avenue at Deerfoot Trail NE,2 vehicle incident.,12/11/2016 09:19:09 AM,12/11/2016 09:21:30 AM,NE,-114.028551292521,51.0673798693422,"(51.06738, -114.028551)",1
Westbound McKnight Boulevard approaching John Laurie Boulevard NW,2 vehicle incident.,12/09/2016 04:46:00 PM,12/09/2016 05:16:00 PM,NW,-114.083318,51.09731626,"(51.097316, -114.083318)",1
Beddington Trail at Deerfoot Trail NE,Single vehicle incident on the offramp to southbound Deerfoot Trail.,12/10/2016 06:59:30 AM,12/10/2016 07:02:57 AM,NE,-114.046154501425,51.1221655702783,"(51.122166, -114.046155)",1
Eastbound Glenmoree Trail at 1 A Street SE,2 vehicle incident blocking the left lane.,12/12/2016 08:21:29 AM,12/12/2016 08:23:36 AM,SE,-114.063823873426,50.9938673956194,"(50.993867, -114.063824)",1
20 Avenue at 8 Street NW,2 vehicle incident.,12/09/2016 04:58:00 PM,12/09/2016 05:16:00 PM,NW,-114.0813777,51.07053855,"(51.070539, -114.081378)",1
Southbound Deerfoot Trail at Glenmore Trail SE,Multi vehicle incident blocking the right lane.,12/07/2016 11:40:00 AM,12/07/2016 11:41:00 AM,NE,-114.0391731,50.99415659,"(50.994157, -114.039173)",1
Stoney Trail at Centre Street NE,Single vehicle incident,12/08/2016 10:50:00 PM,12/08/2016 10:51:00 PM,NE,-114.0745,51.17372441,"(51.173724, -114.0745)",1
Eastbound Blackfoot Trail at 19 Street SE,2 vehicle incident blocking the right lane. No through traffic on 19 Street SE.,12/09/2016 10:35:00 AM,12/09/2016 10:46:00 AM,SE,-114.0179151,51.0374169,"(51.037417, -114.017915)",1
57 Avenue and 5 Street SW,Incident involving a pedestrian.,12/07/2016 06:56:00 PM,12/07/2016 07:07:00 PM,NW,-114.0764393,51.00246343,"(51.002463, -114.076439)",1
Westbound Glenmore Trail approaching Crowchild Trail SW,2 vehicle incident blocking the right lane.,12/07/2016 09:21:00 AM,12/07/2016 09:32:00 AM,SW,-114.1210713,51.00099713,"(51.000997, -114.121071)",1
Walden Gate at 194 Avenue SE,2 vehicle incident.,12/11/2016 06:57:29 PM,12/11/2016 06:58:18 PM,SE,-114.036685445596,50.8769579240784,"(50.876958, -114.036685)",1
25 Avenue at 2 Street SW,2 vehicle incident.,12/10/2016 11:08:24 AM,12/10/2016 11:09:29 AM,NW,-114.069033666228,51.0305067961009,"(51.030507, -114.069034)",1
52 Street at Glenmore Trail SE,2 vehicle incident.,12/14/2016 03:48:30 PM,12/14/2016 03:50:22 PM,SE,-113.961937084303,50.9796424341637,"(50.979642, -113.961937)",1
32 Avenue at Collegiate Boulevard NW,Multi vehicle incident.,12/14/2016 03:23:34 PM,12/14/2016 03:50:22 PM,NW,-114.137613073106,51.0815409516203,"(51.081541, -114.137613)",1
Southbound Crowchild Trail approaching 24 Avenue NW,2 vehicle incident blocking the right lane.,12/14/2016 05:13:40 PM,12/14/2016 05:14:55 PM,NW,-114.119444842227,51.0744303064741,"(51.07443, -114.119445)",1
James Mckevitt Road at Shawnessy Boulevard SW,2 vehicle incident.,12/14/2016 05:43:47 PM,12/14/2016 05:55:39 PM,SW,-114.100152329949,50.9139641533501,"(50.913964, -114.100152)",1
Eastbound 130 Avenue past Deerfoot Trail SE,Multi vehicle incident blocking the left lane.,12/14/2016 05:28:47 PM,12/14/2016 05:55:39 PM,SE,-113.978889717279,50.931982522778,"(50.931983, -113.97889)",1
Eastbound 16 Avenue approaching Deerfoot Trail SE,2 vehicle incident.,12/14/2016 06:59:52 PM,12/14/2016 07:01:09 PM,SE,-114.028551292521,51.0673798693422,"(51.06738, -114.028551)",1
6 Avenue at 4 Street SW,2 vehicle incident.,12/14/2016 09:19:19 PM,12/14/2016 09:20:22 PM,SW,-114.071479100863,51.0476886807587,"(51.047689, -114.071479)",1
Southbound Crowchild Trail at 17 Avenue SW,Single vehicle incident blocking the left lane.,12/15/2016 06:38:39 AM,12/15/2016 06:39:40 AM,SW,-114.112959987034,51.0382141189432,"(51.038214, -114.11296)",1
Scenic Acres Boulevard at Nose Hill Drive NW,2 vehicle incident.,12/15/2016 08:24:10 AM,12/15/2016 08:46:43 AM,NW,-114.205381440139,51.1176309487517,"(51.117631, -114.205381)",1
Westbound Glenmore Trail at 14 Street SW,2 vehicle incident blocking two right lanes.,12/15/2016 08:05:22 AM,12/15/2016 08:07:07 AM,SW,-114.101595818037,50.9963892678367,"(50.996389, -114.101596)",1
Southbound 52 Street at Peigan Trail SE,2 vehicle incident blocking the right lane.,12/15/2016 07:28:19 AM,12/15/2016 07:29:23 AM,SE,-113.960347073149,51.0149575525001,"(51.014958, -113.960347)",1
Westbound Glenmore Trail at 14 Street SW,2 vehicle incident blocking the right lane.,12/15/2016 10:35:15 AM,12/15/2016 10:38:01 AM,SW,-114.101595818037,50.9963892678367,"(50.996389, -114.101596)",1
58 Avenue at Blackfoot Trail SE,2 vehicle incident,12/15/2016 12:16:32 PM,12/15/2016 12:19:05 PM,SE,-114.049292436504,51.0014583208232,"(51.001458, -114.049292)",1
Northbound Sarcee Trail at Bow Trail SW,2 vehicle incident,12/15/2016 01:07:04 PM,12/15/2016 01:08:00 PM,SW,-114.165476911424,51.0533696615276,"(51.05337, -114.165477)",1
Eastbound 32 Avenue at Deerfoot Trail NE,2 vehicle incident,12/15/2016 01:03:19 PM,12/15/2016 01:08:00 PM,NE,-114.038032334448,51.0866364874556,"(51.086636, -114.038032)",1
Edmonton Trail at 15 Ave NE,2 vehicle incident,12/15/2016 12:35:41 PM,12/15/2016 12:36:42 PM,NE,-114.056204755458,51.0659893861571,"(51.065989, -114.056205)",1
Saddletowne Circle at Saddleridge Drive NE,2 vehicle incident,12/15/2016 12:24:59 PM,12/15/2016 12:36:42 PM,NE,-113.94905491415,51.1260675898027,"(51.126068, -113.949055)",1
16 Avenue at 19 Street NE,Light on flash,12/15/2016 02:09:08 PM,12/15/2016 02:10:55 PM,NE,-114.014024504463,51.0670372204216,"(51.067037, -114.014025)",1
12 Avenue at 8 Street SW,2 vehicle incident.,12/15/2016 05:02:01 PM,12/15/2016 05:13:10 PM,SW,-114.081523679249,51.0419400930705,"(51.04194, -114.081524)",1
Northbound Shaganappi Trail at University Avenue NW,2 vehicle incident.,12/15/2016 05:04:27 PM,12/15/2016 05:13:10 PM,NW,-114.151408788079,51.0767811204337,"(51.076781, -114.151409)",1
Southbound Deerfoot Trail at Peigan Trail SE,2 vehicle incident.,12/15/2016 05:03:26 PM,12/15/2016 05:13:10 PM,SE,-114.005256240543,51.0150012899922,"(51.015001, -114.005256)",1
Southbound 36 Street at 16 Avenue NE,2 vehicle incident blocking the right lane.,12/15/2016 04:41:40 PM,12/15/2016 04:42:47 PM,NE,-113.989218910462,51.0670855695326,"(51.067086, -113.989219)",1
Shaganappi Trail at Edgemont Boulevard NW,Single vehicle incident.,12/15/2016 05:12:47 PM,12/15/2016 05:13:10 PM,NW,-114.134238087641,51.1271589687409,"(51.127159, -114.134238)",1
7 Avenue at 7 Street SW,Single vehicle incident.,12/15/2016 04:27:16 PM,12/15/2016 04:42:47 PM,SW,-114.078731427202,51.0469607068594,"(51.046961, -114.078731)",1
Cityscape Gate at Country Hills Boulevard NE,2 vehicle incident.,12/15/2016 06:17:03 PM,12/15/2016 06:17:24 PM,NE,-113.958467188064,51.1539108011657,"(51.153911, -113.958467)",1
